MPA,Site_ID,Site_Name,Year,Latitude,Longitude,Zone,Fish_Family,Abundance,Abundance_SE,Biomass,Biomass_SE
Kofiau dan Pulau Boo Marine Protected Area,2224,Jailolo Besar,2009,-1.15,129.77,Use,Scaridae,1322,77.227,286.578,23.027
Kofiau dan Pulau Boo Marine Protected Area,2224,Jailolo Besar,2009,-1.15,129.77,Use,Serranidae,20,10,14.574,3.994
Kofiau dan Pulau Boo Marine Protected Area,2224,Jailolo Besar,2009,-1.15,129.77,Use,Siganidae,120,23.094,47.292,8.78
Kofiau dan Pulau Boo Marine Protected Area,2224,Jailolo Besar,2011,-1.15,129.77,Use,Lutjanidae,53.333,13.333,14.338,2.882
Kofiau dan Pulau Boo Marine Protected Area,2224,Jailolo Besar,2011,-1.15,129.77,Use,Scaridae,140,34.641,15.124,3.272
Kofiau dan Pulau Boo Marine Protected Area,2224,Jailolo Besar,2011,-1.15,129.77,Use,Serranidae,47.5,14.93,16.984,6.8
Kofiau dan Pulau Boo Marine Protected Area,2224,Jailolo Besar,2011,-1.15,129.77,Use,Siganidae,100,20,11.892,1.498
Kofiau dan Pulau Boo Marine Protected Area,2224,Jailolo Besar,2013,-1.15,129.77,Use,Acanthuridae,300,20,231.529,71.885
Kofiau dan Pulau Boo Marine Protected Area,2224,Jailolo Besar,2013,-1.15,129.77,Use,Lutjanidae,25,15,8.222,2.387
Kofiau dan Pulau Boo Marine Protected Area,2224,Jailolo Besar,2013,-1.15,129.77,Use,Scaridae,328,38.781,41.465,20.725
Kofiau dan Pulau Boo Marine Protected Area,2224,Jailolo Besar,2013,-1.15,129.77,Use,Serranidae,40,0,7.548,1.645
Kofiau dan Pulau Boo Marine Protected Area,2224,Jailolo Besar,2013,-1.15,129.77,Use,Siganidae,80,0,7.325,2.184
Kofiau dan Pulau Boo Marine Protected Area,2224,Jailolo Besar,2014,-1.15,129.77,Use,Acanthuridae,200,160,85.536,62.304
Kofiau dan Pulau Boo Marine Protected Area,2224,Jailolo Besar,2014,-1.15,129.77,Use,Lutjanidae,152.5,77.822,52.055,35.369
Kofiau dan Pulau Boo Marine Protected Area,2224,Jailolo Besar,2014,-1.15,129.77,Use,Scaridae,322,101.015,69.034,29.762
Kofiau dan Pulau Boo Marine Protected Area,2224,Jailolo Besar,2014,-1.15,129.77,Use,Serranidae,25,8.66,14.878,4.278
Kofiau dan Pulau Boo Marine Protected Area,2224,Jailolo Besar,2014,-1.15,129.77,Use,Siganidae,120,40,10.928,4.627
Kofiau dan Pulau Boo Marine Protected Area,2224,Jailolo Besar,2016,-1.15,129.77,Use,Acanthuridae,120,NA,27.377,NA
Kofiau dan Pulau Boo Marine Protected Area,2224,Jailolo Besar,2016,-1.15,129.77,Use,Lutjanidae,144,37.094,42.358,14.349
Kofiau dan Pulau Boo Marine Protected Area,2224,Jailolo Besar,2016,-1.15,129.77,Use,Scaridae,352,143.889,84.845,41.622
Kofiau dan Pulau Boo Marine Protected Area,2224,Jailolo Besar,2016,-1.15,129.77,Use,Serranidae,40,0,15.372,1.433
Kofiau dan Pulau Boo Marine Protected Area,2224,Jailolo Besar,2016,-1.15,129.77,Use,Siganidae,80,0,5.909,0.391
Kofiau dan Pulau Boo Marine Protected Area,2225,Taupadwar,2009,-1.18,129.48,Use,Acanthuridae,704,141.76,122.699,36.253
Kofiau dan Pulau Boo Marine Protected Area,2225,Taupadwar,2009,-1.18,129.48,Use,Haemulidae,166,46,108.771,38.126
Kofiau dan Pulau Boo Marine Protected Area,2225,Taupadwar,2009,-1.18,129.48,Use,Lutjanidae,992,714.356,228.695,157.421
Kofiau dan Pulau Boo Marine Protected Area,2225,Taupadwar,2009,-1.18,129.48,Use,Scaridae,622,165.783,324.54,152.238
Kofiau dan Pulau Boo Marine Protected Area,2225,Taupadwar,2009,-1.18,129.48,Use,Serranidae,82.5,18.428,34.362,11.46
Kofiau dan Pulau Boo Marine Protected Area,2225,Taupadwar,2009,-1.18,129.48,Use,Siganidae,140,60,59.789,30.918
Kofiau dan Pulau Boo Marine Protected Area,2225,Taupadwar,2010,-1.18,129.48,Use,Acanthuridae,528,64.992,38.988,13.44
Kofiau dan Pulau Boo Marine Protected Area,2225,Taupadwar,2010,-1.18,129.48,Use,Haemulidae,215,90.784,152.97,67.5
Kofiau dan Pulau Boo Marine Protected Area,2225,Taupadwar,2010,-1.18,129.48,Use,Lutjanidae,838,576.528,165.905,70.839
Kofiau dan Pulau Boo Marine Protected Area,2225,Taupadwar,2010,-1.18,129.48,Use,Scaridae,566,78.588,90.482,9.098
Kofiau dan Pulau Boo Marine Protected Area,2225,Taupadwar,2010,-1.18,129.48,Use,Serranidae,67.5,28.1,29.742,18.097
Kofiau dan Pulau Boo Marine Protected Area,2225,Taupadwar,2010,-1.18,129.48,Use,Siganidae,133.333,53.333,33.555,16.772
Kofiau dan Pulau Boo Marine Protected Area,2225,Taupadwar,2011,-1.18,129.48,Use,Acanthuridae,230,52.599,74.667,23.024
Kofiau dan Pulau Boo Marine Protected Area,2225,Taupadwar,2011,-1.18,129.48,Use,Haemulidae,70,30,55.727,25.467
Kofiau dan Pulau Boo Marine Protected Area,2225,Taupadwar,2011,-1.18,129.48,Use,Lutjanidae,604,479.433,128.61,73.953
Kofiau dan Pulau Boo Marine Protected Area,2225,Taupadwar,2011,-1.18,129.48,Use,Scaridae,500,77.46,92.021,14.37
Kofiau dan Pulau Boo Marine Protected Area,2225,Taupadwar,2011,-1.18,129.48,Use,Serranidae,52,13.191,16.517,2.753
Kofiau dan Pulau Boo Marine Protected Area,2225,Taupadwar,2011,-1.18,129.48,Use,Siganidae,140,20,14.924,3.081
Kofiau dan Pulau Boo Marine Protected Area,2225,Taupadwar,2013,-1.18,129.48,Use,Haemulidae,116.667,31.798,70.507,35.002
Kofiau dan Pulau Boo Marine Protected Area,2225,Taupadwar,2013,-1.18,129.48,Use,Lutjanidae,1272.5,1024.885,149.551,79.663
Kofiau dan Pulau Boo Marine Protected Area,2225,Taupadwar,2013,-1.18,129.48,Use,Scaridae,445,111.467,49.574,10.926
Kofiau dan Pulau Boo Marine Protected Area,2225,Taupadwar,2013,-1.18,129.48,Use,Serranidae,56.667,16.667,21.257,9.595
Kofiau dan Pulau Boo Marine Protected Area,2225,Taupadwar,2013,-1.18,129.48,Use,Siganidae,200,120,17.923,8.668
Kofiau dan Pulau Boo Marine Protected Area,2225,Taupadwar,2014,-1.18,129.48,Use,Acanthuridae,140,100,53.824,35.2
Kofiau dan Pulau Boo Marine Protected Area,2225,Taupadwar,2014,-1.18,129.48,Use,Haemulidae,124,44.788,71.686,29.51
Kofiau dan Pulau Boo Marine Protected Area,2225,Taupadwar,2014,-1.18,129.48,Use,Lutjanidae,154,92.39,71.13,35.19
Kofiau dan Pulau Boo Marine Protected Area,2225,Taupadwar,2014,-1.18,129.48,Use,Scaridae,182.5,33.26,65.132,23.273
Kofiau dan Pulau Boo Marine Protected Area,2225,Taupadwar,2014,-1.18,129.48,Use,Serranidae,62.5,19.311,17.041,6.292
Kofiau dan Pulau Boo Marine Protected Area,2225,Taupadwar,2014,-1.18,129.48,Use,Siganidae,100,20,8.837,2.537
Kofiau dan Pulau Boo Marine Protected Area,2225,Taupadwar,2016,-1.18,129.48,Use,Acanthuridae,112.5,48.197,24.165,6.568
Kofiau dan Pulau Boo Marine Protected Area,2225,Taupadwar,2016,-1.18,129.48,Use,Haemulidae,100,16.432,56.447,8.258
Kofiau dan Pulau Boo Marine Protected Area,2225,Taupadwar,2016,-1.18,129.48,Use,Lutjanidae,245,155.697,102.972,55.649
Kofiau dan Pulau Boo Marine Protected Area,2225,Taupadwar,2016,-1.18,129.48,Use,Scaridae,156,31.241,91.867,37.77
Kofiau dan Pulau Boo Marine Protected Area,2225,Taupadwar,2016,-1.18,129.48,Use,Serranidae,60,20,16.725,5.415
Kofiau dan Pulau Boo Marine Protected Area,2225,Taupadwar,2016,-1.18,129.48,Use,Siganidae,253.333,127.192,100.209,53.022
Kofiau dan Pulau Boo Marine Protected Area,2226,North Boo Kecil,2009,-1.17,129.45,Use,Acanthuridae,976,266.113,185.95,90.186
Kofiau dan Pulau Boo Marine Protected Area,2226,North Boo Kecil,2009,-1.17,129.45,Use,Lutjanidae,180,100,21.176,11.718
Kofiau dan Pulau Boo Marine Protected Area,2226,North Boo Kecil,2009,-1.17,129.45,Use,Scaridae,928,132.303,172.602,31.367
Kofiau dan Pulau Boo Marine Protected Area,2226,North Boo Kecil,2009,-1.17,129.45,Use,Serranidae,88,23.324,22.998,5.881
Kofiau dan Pulau Boo Marine Protected Area,2226,North Boo Kecil,2009,-1.17,129.45,Use,Siganidae,192,38.781,26.358,6.483
Kofiau dan Pulau Boo Marine Protected Area,2226,North Boo Kecil,2010,-1.17,129.45,Use,Acanthuridae,240,160,63.431,51.977
Kofiau dan Pulau Boo Marine Protected Area,2226,North Boo Kecil,2010,-1.17,129.45,Use,Lutjanidae,130,57.446,29.116,8.061
Kofiau dan Pulau Boo Marine Protected Area,2226,North Boo Kecil,2010,-1.17,129.45,Use,Scaridae,232,26.533,34.062,7.475
Kofiau dan Pulau Boo Marine Protected Area,2226,North Boo Kecil,2010,-1.17,129.45,Use,Serranidae,104,29.933,23.58,11.919
Kofiau dan Pulau Boo Marine Protected Area,2226,North Boo Kecil,2010,-1.17,129.45,Use,Siganidae,80,23.094,14.619,1.766
Kofiau dan Pulau Boo Marine Protected Area,2226,North Boo Kecil,2011,-1.17,129.45,Use,Acanthuridae,1100,700,329.965,183.279
Kofiau dan Pulau Boo Marine Protected Area,2226,North Boo Kecil,2011,-1.17,129.45,Use,Lutjanidae,53.333,13.333,11.645,2.108
Kofiau dan Pulau Boo Marine Protected Area,2226,North Boo Kecil,2011,-1.17,129.45,Use,Scaridae,280,72.664,49.599,14.222
Kofiau dan Pulau Boo Marine Protected Area,2226,North Boo Kecil,2011,-1.17,129.45,Use,Serranidae,80,40,14.992,3.401
Kofiau dan Pulau Boo Marine Protected Area,2226,North Boo Kecil,2011,-1.17,129.45,Use,Siganidae,80,0,16.301,8.33
Kofiau dan Pulau Boo Marine Protected Area,2226,North Boo Kecil,2013,-1.17,129.45,Use,Acanthuridae,440,280,114.823,21.894
Kofiau dan Pulau Boo Marine Protected Area,2226,North Boo Kecil,2013,-1.17,129.45,Use,Haemulidae,10,NA,14.884,NA
Kofiau dan Pulau Boo Marine Protected Area,2226,North Boo Kecil,2013,-1.17,129.45,Use,Lutjanidae,173.333,74.237,59.02,24.762
Kofiau dan Pulau Boo Marine Protected Area,2226,North Boo Kecil,2013,-1.17,129.45,Use,Scaridae,400,113.137,48.461,14.613
Kofiau dan Pulau Boo Marine Protected Area,2226,North Boo Kecil,2013,-1.17,129.45,Use,Serranidae,74,33.407,27.04,12.98
Kofiau dan Pulau Boo Marine Protected Area,2226,North Boo Kecil,2013,-1.17,129.45,Use,Siganidae,80,0,10.144,2.086
Kofiau dan Pulau Boo Marine Protected Area,2226,North Boo Kecil,2014,-1.17,129.45,Use,Acanthuridae,253.333,13.333,131.934,53.683
Kofiau dan Pulau Boo Marine Protected Area,2226,North Boo Kecil,2014,-1.17,129.45,Use,Lutjanidae,40,0,7.931,3.543
Kofiau dan Pulau Boo Marine Protected Area,2226,North Boo Kecil,2014,-1.17,129.45,Use,Scaridae,230,75.498,36.87,12.57
Kofiau dan Pulau Boo Marine Protected Area,2226,North Boo Kecil,2014,-1.17,129.45,Use,Serranidae,40,0,12.454,8.567
Kofiau dan Pulau Boo Marine Protected Area,2226,North Boo Kecil,2014,-1.17,129.45,Use,Siganidae,100,20,6.664,1.267
Kofiau dan Pulau Boo Marine Protected Area,2226,North Boo Kecil,2016,-1.17,129.45,Use,Acanthuridae,186.667,48.074,43.778,14.19
Kofiau dan Pulau Boo Marine Protected Area,2226,North Boo Kecil,2016,-1.17,129.45,Use,Haemulidae,130,NA,82.059,NA
Kofiau dan Pulau Boo Marine Protected Area,2226,North Boo Kecil,2016,-1.17,129.45,Use,Lutjanidae,180,70.238,50.634,28.312
Kofiau dan Pulau Boo Marine Protected Area,2226,North Boo Kecil,2016,-1.17,129.45,Use,Scaridae,328,137.637,128.785,78.445
Kofiau dan Pulau Boo Marine Protected Area,2226,North Boo Kecil,2016,-1.17,129.45,Use,Serranidae,56.667,12.019,29.877,17.896
Kofiau dan Pulau Boo Marine Protected Area,2226,North Boo Kecil,2016,-1.17,129.45,Use,Siganidae,180,60,31.026,11.083
Kofiau dan Pulau Boo Marine Protected Area,2227,Tomna,2009,-1.15,129.44,Use,Acanthuridae,1048,631.113,560.652,482.711
Kofiau dan Pulau Boo Marine Protected Area,2227,Tomna,2009,-1.15,129.44,Use,Haemulidae,53.333,13.333,44.29,12.112
Kofiau dan Pulau Boo Marine Protected Area,2227,Tomna,2009,-1.15,129.44,Use,Lutjanidae,150,57.446,22.577,9.225
Kofiau dan Pulau Boo Marine Protected Area,2227,Tomna,2009,-1.15,129.44,Use,Scaridae,688,153.571,182.097,55.003
Kofiau dan Pulau Boo Marine Protected Area,2227,Tomna,2009,-1.15,129.44,Use,Serranidae,154,26.758,71.424,40.161
Kofiau dan Pulau Boo Marine Protected Area,2227,Tomna,2009,-1.15,129.44,Use,Siganidae,184,49.96,29.537,7.854
Kofiau dan Pulau Boo Marine Protected Area,2227,Tomna,2010,-1.15,129.44,Use,Acanthuridae,612,254.998,476.279,211.279
Kofiau dan Pulau Boo Marine Protected Area,2227,Tomna,2010,-1.15,129.44,Use,Haemulidae,45,5,20.853,6.911
Kofiau dan Pulau Boo Marine Protected Area,2227,Tomna,2010,-1.15,129.44,Use,Lutjanidae,128,26.533,26.402,5.62
Kofiau dan Pulau Boo Marine Protected Area,2227,Tomna,2010,-1.15,129.44,Use,Scaridae,472,155.126,58.245,18.12
Kofiau dan Pulau Boo Marine Protected Area,2227,Tomna,2010,-1.15,129.44,Use,Serranidae,92.5,36.827,42.78,15.744
Kofiau dan Pulau Boo Marine Protected Area,2227,Tomna,2010,-1.15,129.44,Use,Siganidae,60,11.547,4.82,0.651
Kofiau dan Pulau Boo Marine Protected Area,2227,Tomna,2011,-1.15,129.44,Use,Acanthuridae,2460,1850.585,928.322,713.7
Kofiau dan Pulau Boo Marine Protected Area,2227,Tomna,2011,-1.15,129.44,Use,Haemulidae,40,NA,19.147,NA
Kofiau dan Pulau Boo Marine Protected Area,2227,Tomna,2011,-1.15,129.44,Use,Lutjanidae,390,134.04,132.117,55.3
Kofiau dan Pulau Boo Marine Protected Area,2227,Tomna,2011,-1.15,129.44,Use,Scaridae,560,61.101,101.715,17.681
Kofiau dan Pulau Boo Marine Protected Area,2227,Tomna,2011,-1.15,129.44,Use,Serranidae,162.5,28.395,72.688,14.092
Kofiau dan Pulau Boo Marine Protected Area,2227,Tomna,2011,-1.15,129.44,Use,Siganidae,104,24,22.996,9.173
Kofiau dan Pulau Boo Marine Protected Area,2227,Tomna,2013,-1.15,129.44,Use,Acanthuridae,1400,400,509.112,295.796
Kofiau dan Pulau Boo Marine Protected Area,2227,Tomna,2013,-1.15,129.44,Use,Haemulidae,37.5,9.465,59.98,25.212
Kofiau dan Pulau Boo Marine Protected Area,2227,Tomna,2013,-1.15,129.44,Use,Lutjanidae,352,95.624,122.177,24.407
Kofiau dan Pulau Boo Marine Protected Area,2227,Tomna,2013,-1.15,129.44,Use,Scaridae,748,169.894,510.795,305.722
Kofiau dan Pulau Boo Marine Protected Area,2227,Tomna,2013,-1.15,129.44,Use,Serranidae,200,NA,60.301,NA
Kofiau dan Pulau Boo Marine Protected Area,2227,Tomna,2013,-1.15,129.44,Use,Siganidae,160,80,16.828,6.986
Kofiau dan Pulau Boo Marine Protected Area,2227,Tomna,2014,-1.15,129.44,Use,Acanthuridae,60,20,15.849,7.334
Kofiau dan Pulau Boo Marine Protected Area,2227,Tomna,2014,-1.15,129.44,Use,Haemulidae,13.333,3.333,17.787,7.35
Kofiau dan Pulau Boo Marine Protected Area,2227,Tomna,2014,-1.15,129.44,Use,Lutjanidae,247.5,31.983,100.622,9.695
Kofiau dan Pulau Boo Marine Protected Area,2227,Tomna,2014,-1.15,129.44,Use,Scaridae,404,134.186,51.555,12.121
Kofiau dan Pulau Boo Marine Protected Area,2227,Tomna,2014,-1.15,129.44,Use,Serranidae,116,26.192,49.078,11.5
Kofiau dan Pulau Boo Marine Protected Area,2227,Tomna,2014,-1.15,129.44,Use,Siganidae,106.667,26.667,7.128,1.46
Kofiau dan Pulau Boo Marine Protected Area,2227,Tomna,2016,-1.15,129.44,Use,Acanthuridae,5826,3623.225,2196.719,1317.858
Kofiau dan Pulau Boo Marine Protected Area,2227,Tomna,2016,-1.15,129.44,Use,Haemulidae,90,43.589,151.573,75.703
Kofiau dan Pulau Boo Marine Protected Area,2227,Tomna,2016,-1.15,129.44,Use,Lutjanidae,1078,702.797,508.822,339.602
Kofiau dan Pulau Boo Marine Protected Area,2227,Tomna,2016,-1.15,129.44,Use,Scaridae,648,389.749,257.928,225.992
Kofiau dan Pulau Boo Marine Protected Area,2227,Tomna,2016,-1.15,129.44,Use,Serranidae,120,70,77.712,42.887
Kofiau dan Pulau Boo Marine Protected Area,2227,Tomna,2016,-1.15,129.44,Use,Siganidae,80,0,12.924,3.569
Kofiau dan Pulau Boo Marine Protected Area,2228,Taroiukoyer,2009,-1.15,129.42,Use,Acanthuridae,1032,440.073,515.271,341.424
Kofiau dan Pulau Boo Marine Protected Area,2228,Taroiukoyer,2009,-1.15,129.42,Use,Haemulidae,53.333,13.333,29.902,9.827
Kofiau dan Pulau Boo Marine Protected Area,2228,Taroiukoyer,2009,-1.15,129.42,Use,Lutjanidae,180,60,36.701,11.315
Kofiau dan Pulau Boo Marine Protected Area,2228,Taroiukoyer,2009,-1.15,129.42,Use,Scaridae,1168,95.833,293.993,39.839
Kofiau dan Pulau Boo Marine Protected Area,2228,Taroiukoyer,2009,-1.15,129.42,Use,Serranidae,82.5,14.361,29.106,3.69
Kofiau dan Pulau Boo Marine Protected Area,2228,Taroiukoyer,2009,-1.15,129.42,Use,Siganidae,208,32,52.158,13.527
Kofiau dan Pulau Boo Marine Protected Area,2228,Taroiukoyer,2010,-1.15,129.42,Use,Acanthuridae,380,NA,518.453,NA
Kofiau dan Pulau Boo Marine Protected Area,2228,Taroiukoyer,2010,-1.15,129.42,Use,Lutjanidae,82.5,27.195,42.36,17.676
Kofiau dan Pulau Boo Marine Protected Area,2228,Taroiukoyer,2010,-1.15,129.42,Use,Scaridae,190,16.125,190.749,165.633
Kofiau dan Pulau Boo Marine Protected Area,2228,Taroiukoyer,2010,-1.15,129.42,Use,Serranidae,70,22.73,81.655,50.579
Kofiau dan Pulau Boo Marine Protected Area,2228,Taroiukoyer,2010,-1.15,129.42,Use,Siganidae,120,25.298,10.698,1.558
Kofiau dan Pulau Boo Marine Protected Area,2228,Taroiukoyer,2011,-1.15,129.42,Use,Acanthuridae,220,94.516,52.319,8.705
Kofiau dan Pulau Boo Marine Protected Area,2228,Taroiukoyer,2011,-1.15,129.42,Use,Haemulidae,80,NA,34.627,NA
Kofiau dan Pulau Boo Marine Protected Area,2228,Taroiukoyer,2011,-1.15,129.42,Use,Lutjanidae,100,34.641,29.404,16.374
Kofiau dan Pulau Boo Marine Protected Area,2228,Taroiukoyer,2011,-1.15,129.42,Use,Scaridae,408,52.764,68.293,11.029
Kofiau dan Pulau Boo Marine Protected Area,2228,Taroiukoyer,2011,-1.15,129.42,Use,Serranidae,90,30.659,23.642,4.591
Kofiau dan Pulau Boo Marine Protected Area,2228,Taroiukoyer,2011,-1.15,129.42,Use,Siganidae,128,14.967,14.481,2.364
Kofiau dan Pulau Boo Marine Protected Area,2228,Taroiukoyer,2013,-1.15,129.42,Use,Acanthuridae,400,40,110.976,44.225
Kofiau dan Pulau Boo Marine Protected Area,2228,Taroiukoyer,2013,-1.15,129.42,Use,Haemulidae,10,NA,10.98,NA
Kofiau dan Pulau Boo Marine Protected Area,2228,Taroiukoyer,2013,-1.15,129.42,Use,Lutjanidae,346,98.163,105.085,37.432
Kofiau dan Pulau Boo Marine Protected Area,2228,Taroiukoyer,2013,-1.15,129.42,Use,Scaridae,413.333,93.333,42.907,8.681
Kofiau dan Pulau Boo Marine Protected Area,2228,Taroiukoyer,2013,-1.15,129.42,Use,Serranidae,33.333,6.667,20.924,5.45
Kofiau dan Pulau Boo Marine Protected Area,2228,Taroiukoyer,2013,-1.15,129.42,Use,Siganidae,133.333,53.333,13.652,2.47
Kofiau dan Pulau Boo Marine Protected Area,2228,Taroiukoyer,2014,-1.15,129.42,Use,Haemulidae,45,5,22.633,7.032
Kofiau dan Pulau Boo Marine Protected Area,2228,Taroiukoyer,2014,-1.15,129.42,Use,Lutjanidae,136,27.129,37.364,9.429
Kofiau dan Pulau Boo Marine Protected Area,2228,Taroiukoyer,2014,-1.15,129.42,Use,Scaridae,362,54.443,70.294,9.633
Kofiau dan Pulau Boo Marine Protected Area,2228,Taroiukoyer,2014,-1.15,129.42,Use,Serranidae,60,20,27.325,10.551
Kofiau dan Pulau Boo Marine Protected Area,2228,Taroiukoyer,2014,-1.15,129.42,Use,Siganidae,120,40,10.708,3.593
Kofiau dan Pulau Boo Marine Protected Area,2228,Taroiukoyer,2016,-1.15,129.42,Use,Acanthuridae,106.667,26.667,41.33,18.042
Kofiau dan Pulau Boo Marine Protected Area,2228,Taroiukoyer,2016,-1.15,129.42,Use,Haemulidae,20,10,34.387,25.171
Kofiau dan Pulau Boo Marine Protected Area,2228,Taroiukoyer,2016,-1.15,129.42,Use,Lutjanidae,340,122.27,135.868,51.548
Kofiau dan Pulau Boo Marine Protected Area,2228,Taroiukoyer,2016,-1.15,129.42,Use,Scaridae,170,34.351,186.934,150.924
Kofiau dan Pulau Boo Marine Protected Area,2228,Taroiukoyer,2016,-1.15,129.42,Use,Serranidae,64,16,31.814,7.411
Kofiau dan Pulau Boo Marine Protected Area,2228,Taroiukoyer,2016,-1.15,129.42,Use,Siganidae,200,120,15.497,10.452
Kofiau dan Pulau Boo Marine Protected Area,2229,Warmaret,2009,-1.16,129.37,NTZ,Acanthuridae,592,140.513,110.443,59.395
Kofiau dan Pulau Boo Marine Protected Area,2229,Warmaret,2009,-1.16,129.37,NTZ,Lutjanidae,104,34.871,25.798,11.598
Kofiau dan Pulau Boo Marine Protected Area,2229,Warmaret,2009,-1.16,129.37,NTZ,Scaridae,608,116.207,122.108,22.681
Kofiau dan Pulau Boo Marine Protected Area,2229,Warmaret,2009,-1.16,129.37,NTZ,Serranidae,120,40,25.841,13.705
Kofiau dan Pulau Boo Marine Protected Area,2229,Warmaret,2009,-1.16,129.37,NTZ,Siganidae,160,58.878,47.975,15.971
Kofiau dan Pulau Boo Marine Protected Area,2229,Warmaret,2010,-1.16,129.37,NTZ,Acanthuridae,80,0,13.528,7.509
Kofiau dan Pulau Boo Marine Protected Area,2229,Warmaret,2010,-1.16,129.37,NTZ,Lutjanidae,120,23.094,18.351,3.874
Kofiau dan Pulau Boo Marine Protected Area,2229,Warmaret,2010,-1.16,129.37,NTZ,Scaridae,376,58.788,45.328,6.596
Kofiau dan Pulau Boo Marine Protected Area,2229,Warmaret,2010,-1.16,129.37,NTZ,Serranidae,62.5,13.15,10.24,3.462
Kofiau dan Pulau Boo Marine Protected Area,2229,Warmaret,2010,-1.16,129.37,NTZ,Siganidae,104,27.129,9.836,1.634
Kofiau dan Pulau Boo Marine Protected Area,2229,Warmaret,2011,-1.16,129.37,NTZ,Acanthuridae,130,64.031,12.325,5.294
Kofiau dan Pulau Boo Marine Protected Area,2229,Warmaret,2011,-1.16,129.37,NTZ,Lutjanidae,60,20,9.537,5.914
Kofiau dan Pulau Boo Marine Protected Area,2229,Warmaret,2011,-1.16,129.37,NTZ,Scaridae,296,66.453,28.993,12.087
Kofiau dan Pulau Boo Marine Protected Area,2229,Warmaret,2011,-1.16,129.37,NTZ,Serranidae,40,NA,4.566,NA
Kofiau dan Pulau Boo Marine Protected Area,2229,Warmaret,2011,-1.16,129.37,NTZ,Siganidae,90,19.149,5.262,1.315
Kofiau dan Pulau Boo Marine Protected Area,2229,Warmaret,2013,-1.16,129.37,NTZ,Acanthuridae,240,0,53.965,6.969
Kofiau dan Pulau Boo Marine Protected Area,2229,Warmaret,2013,-1.16,129.37,NTZ,Lutjanidae,93.333,53.333,21.785,15.95
Kofiau dan Pulau Boo Marine Protected Area,2229,Warmaret,2013,-1.16,129.37,NTZ,Scaridae,520,199.332,43.602,7.312
Kofiau dan Pulau Boo Marine Protected Area,2229,Warmaret,2013,-1.16,129.37,NTZ,Serranidae,53.333,13.333,9.787,3.435
Kofiau dan Pulau Boo Marine Protected Area,2229,Warmaret,2013,-1.16,129.37,NTZ,Siganidae,100,20,8.283,1.876
Kofiau dan Pulau Boo Marine Protected Area,2229,Warmaret,2014,-1.16,129.37,NTZ,Acanthuridae,40,NA,14.669,NA
Kofiau dan Pulau Boo Marine Protected Area,2229,Warmaret,2014,-1.16,129.37,NTZ,Lutjanidae,80,40,17.374,12.986
Kofiau dan Pulau Boo Marine Protected Area,2229,Warmaret,2014,-1.16,129.37,NTZ,Scaridae,180,66.332,24.469,6.449
Kofiau dan Pulau Boo Marine Protected Area,2229,Warmaret,2014,-1.16,129.37,NTZ,Serranidae,70,19.149,19.718,8.728
Kofiau dan Pulau Boo Marine Protected Area,2229,Warmaret,2014,-1.16,129.37,NTZ,Siganidae,104,16,10.035,2.884
Kofiau dan Pulau Boo Marine Protected Area,2229,Warmaret,2016,-1.16,129.37,NTZ,Acanthuridae,200,120,64.198,30.835
Kofiau dan Pulau Boo Marine Protected Area,2229,Warmaret,2016,-1.16,129.37,NTZ,Haemulidae,10,NA,12.832,NA
Kofiau dan Pulau Boo Marine Protected Area,2229,Warmaret,2016,-1.16,129.37,NTZ,Lutjanidae,272,173.159,37.316,10.393
Kofiau dan Pulau Boo Marine Protected Area,2229,Warmaret,2016,-1.16,129.37,NTZ,Scaridae,85,35.707,32.576,16.416
Kofiau dan Pulau Boo Marine Protected Area,2229,Warmaret,2016,-1.16,129.37,NTZ,Serranidae,60,20,24.901,6.629
Kofiau dan Pulau Boo Marine Protected Area,2229,Warmaret,2016,-1.16,129.37,NTZ,Siganidae,110,19.149,21.373,5.123
Kofiau dan Pulau Boo Marine Protected Area,2230,Yenimfan,2009,-1.16,129.35,NTZ,Acanthuridae,704,102.45,105.001,21.585
Kofiau dan Pulau Boo Marine Protected Area,2230,Yenimfan,2009,-1.16,129.35,NTZ,Haemulidae,40,NA,11.143,NA
Kofiau dan Pulau Boo Marine Protected Area,2230,Yenimfan,2009,-1.16,129.35,NTZ,Lutjanidae,96,27.129,19.144,4.554
Kofiau dan Pulau Boo Marine Protected Area,2230,Yenimfan,2009,-1.16,129.35,NTZ,Scaridae,1312,275.216,237.471,53.122
Kofiau dan Pulau Boo Marine Protected Area,2230,Yenimfan,2009,-1.16,129.35,NTZ,Serranidae,128,29.394,30.424,13.61
Kofiau dan Pulau Boo Marine Protected Area,2230,Yenimfan,2009,-1.16,129.35,NTZ,Siganidae,210,44.347,81.38,21.855
Kofiau dan Pulau Boo Marine Protected Area,2230,Yenimfan,2010,-1.16,129.35,NTZ,Acanthuridae,792,194.072,52.857,18.298
Kofiau dan Pulau Boo Marine Protected Area,2230,Yenimfan,2010,-1.16,129.35,NTZ,Haemulidae,40,0,48.587,36.067
Kofiau dan Pulau Boo Marine Protected Area,2230,Yenimfan,2010,-1.16,129.35,NTZ,Lutjanidae,108,38.131,27.812,13.936
Kofiau dan Pulau Boo Marine Protected Area,2230,Yenimfan,2010,-1.16,129.35,NTZ,Scaridae,676,157.753,90.705,14.808
